[2026-03-21 02:01:55] [PACKET] CLIENT -> SERVER | Character selected | Len=14 | C1 0E F3 03 41 44 4D 49 4E 00 00 00 00 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=20 | C1 14 26 FE 16 D8 00 8C 2C 39 00 00 D8 16 01 00 2C 8C 02 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=16 | C1 10 27 FE 16 A2 73 32 A2 16 01 00 32 73 00 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=16 | C1 10 FD 07 03 00 FF 7F A8 08 86 06 BE 02 00 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=148 | C1 94 FB DA 01 F0 19 00 90 01 00 00 05 00 00 00 01 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 08 00 00 00 03 00 00 00 01 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Ping Reply | Len=4 | C1 04 0F 11 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=6 | C1 06 03 11 AB 8A 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=16 | C1 10 FD 07 03 00 FF 7F A8 08 86 06 BE 02 00 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Server message | Len=56 | C1 38 0D 01 E1 01 00 00 B0 3B 35 1D 00 5B 50 68 6F 65 6E 69 78 5D 20 57 65 6C 6C 63 6F 6D 65 20 74 6F 20 50 68 6F 65 6E 69 78 20 56 69 70 20 41 44 4D 49 4E 00 00 00 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Server message | Len=49 | C1 31 0D 01 E1 01 00 00 B0 3B 35 1D 00 5B 50 68 6F 65 6E 69 78 5D 20 50 6C 61 79 65 72 73 20 4F 6E 6C 69 6E 65 3A 20 33 39 2F 33 30 30 00 20 41 44 
